TCS,Reliance,HDFC,SBI,Date
,,,,2015-11-18
0.004708952598704914,0.024639161257328856,0.01917404339610925,0.01196137047474217,2015-11-19
0.015039722352464124,0.012861564924561846,0.0018227712486002018,-0.0039027136400669495,2015-11-20
-0.0030482190907944067,0.0072609864198767676,-0.004492394214542172,-0.0010294774070847656,2015-11-23
-0.009708116369358654,0.014520425501641114,-0.0015959220620633346,-0.005370872228534498,2015-11-24
-0.009504673039965697,0.021418364993070645,-0.00037605538152753215,0.004546470115265477,2015-11-26
0.003320045308021807,-0.009757772062919211,0.014417225193882523,0.0292584219035202,2015-11-27
0.008546851703617513,-0.012280830303150511,-0.0015300017224998816,-0.004213912252679988,2015-11-30
-0.004920500226044337,-0.0012415002878612676,0.004859385837035612,0.00621431471390098,2015-12-01
0.0013963163014843482,0.012398191882150243,-0.004813106580413855,-0.022636378393077694,2015-12-02
-0.006128185476471322,-0.0007672612974396878,-0.0009745779593934408,-0.014412441535726489,2015-12-03
-0.009553270957602934,-0.012096974138854466,-0.016716676904455,0.0,2015-12-04
-0.0037004685897837493,-0.0139767268630395,0.0028762978937599644,-0.010213745134834945,2015-12-07
0.003958220996317259,-0.011780684576413535,-0.012031223120412157,-0.011378056021122138,2015-12-08
0.016458796367328127,-0.02692975437005252,-0.0017170356707925992,-0.0065909315384506395,2015-12-09
0.0071130424063017995,0.03692316772977884,0.012476032075928655,-0.010507225375425254,2015-12-10
0.0006074942036888346,0.0027321150903900837,-0.013526773873047172,-0.020251030159031288,2015-12-11
-0.0031696022606184206,0.002253514864169486,0.008280275688499636,-0.005956996879123379,2015-12-14
-0.0010930110263596446,0.021544150101161303,0.0041618293464234365,0.0019895391404716684,2015-12-15
0.013606610233823296,0.0028139373727164747,0.0073821143695642945,0.003967457738651674,2015-12-16
0.012933193268297607,0.03123450333927648,0.01206049807619038,0.015713985698548302,2015-12-17
-0.009451201333135328,-0.01778621690463431,-0.006734001757094815,-0.01923984733604855,2015-12-18
0.012173559768134033,0.0002015535504659606,0.002234287018444428,0.017288978833667458,2015-12-21
-0.017046641250558343,-0.004849920617538939,-0.008357608878482864,-0.009154237218636577,2015-12-22
0.008590340102204632,0.01657413384826241,0.007147862173752156,0.0056767248538325855,2015-12-23
0.0034771790917573313,-0.003242954893659718,-9.311645480957033e-05,-0.0058957834203760525,2015-12-24
0.011619705359606367,0.009796462424659026,0.0030215547032019664,0.002624530320722475,2015-12-28
-0.002805764943229039,0.004936358515348283,0.000649445192947922,-0.0030627200742293762,2015-12-29
-0.015387679519924329,-0.01079273650522303,-0.003391672687961434,-0.010572711285019866,2015-12-30
0.007641471627869859,0.010004472230277178,0.007280560968956363,-0.005996760965906484,2015-12-31
-0.008427481558990872,0.000738989088532882,0.0060803338752365875,0.014815157729592162,2016-01-01
-0.019557758363361412,-0.019944475760046865,-0.016904358963499073,-0.03166373592923897,2016-01-04
-0.008752910592380163,0.009847818713128016,-0.0075954053807207825,-0.01345670235863221,2016-01-05
0.0138044078221474,0.026555703780590124,0.004414191891505836,-0.004141666643335684,2016-01-06
-0.0043552148352790825,-0.01852950570705894,-0.010267023796681757,-0.03424373468283387,2016-01-07
0.011051054455524465,0.012261132564071487,0.005805879848264315,-0.002867307154387708,2016-01-08
-0.014811682406722168,0.024888705316008036,-0.0035363327201219513,-0.0225054891312103,2016-01-11
-0.015055419123556457,-0.00586530615267478,-0.01106609837644482,-0.02427673471761084,2016-01-12
-0.020777078333679866,0.029592711571788444,0.012529362972626884,0.007494502682624124,2016-01-13
-0.00017554088190947632,-0.014215893490912412,-0.009858499872174614,-0.024437462026283652,2016-01-14
-0.007797225483207837,0.010913782204750118,-0.007265923838019849,-0.06180496270448513,2016-01-15
0.007292544654219529,-0.05402852012277259,-0.015764519214048422,-0.018067653114615383,2016-01-18
0.0007243816038776501,0.02596675351734709,0.009652673164187338,0.0107156767778844,2016-01-19
0.0003507255048786889,-0.03813662271194666,-0.017039586705732933,-0.05217111845281645,2016-01-20
-0.008875782968949855,-0.02046579175043783,0.0046049196510763194,0.011166997534354938,2016-01-21
0.018131066462866132,0.02006757492589711,0.0071106309776919644,0.049982645551829734,2016-01-22
0.0038693895186019357,-0.00019919909897176495,0.010475797877240282,-0.008978524633368378,2016-01-25
0.006530900955132886,-0.004592446208863589,-0.005296729722324021,0.007894513980651708,2016-01-27
0.004923601843825874,0.017408997499520396,-0.00382128674644469,0.004598953276266187,2016-01-28
0.02545411349847573,0.018029040548983487,0.017439414162705474,-0.029305125720996698,2016-01-29
0.004755710148701345,-0.004937772147518721,0.0093856819006902,-0.040555778786682074,2016-02-01
-0.0019161774669072668,-0.028700787805877818,-0.005630334540931753,-0.019582585739685934,2016-02-02
0.007560723445987116,-0.019924370474935227,-0.009486831425409044,-0.01997383399749473,2016-02-03
0.0015505234501365806,-0.008544691609643332,0.005112072763458546,-0.01945941759666025,2016-02-04
0.0007845652566592993,-0.0022120288175642906,0.005749851632231732,0.03232431564946128,2016-02-05
-0.024662003690116823,-0.010197124917852794,-0.018555504226116907,0.023212249407304642,2016-02-08
-0.0351213201624079,-0.0037005978480842004,-0.009505679597606712,-0.030073025581880127,2016-02-09
-0.005538579883545433,0.005364242646065024,-0.012849733274245203,-0.04938876871355616,2016-02-10
-0.031725547410191665,-0.04038293485611465,-0.03787698668550613,-0.030329646226954724,2016-02-11
0.012950364202301409,-0.019660859816208857,-0.004006741432528868,0.0035592957091935963,2016-02-12
0.01892972592218881,0.04338878146788372,0.0022621260024955387,0.08093677013310761,2016-02-15
-0.0015878921447325899,-0.017259181334872826,-0.000154034625039222,-0.07065389881705422,2016-02-16
0.004404249126213298,0.023419227786071844,0.0014884448991003393,0.016172757752629212,2016-02-17
0.017555078974984012,-0.013208841992061633,0.014814333858764295,0.005333448798122753,2016-02-18
0.001639457950293559,0.004510713234452812,-0.00015162968961870984,0.030202606059211847,2016-02-19
-0.0016179930409679834,0.018829406516638943,-0.000556050254217709,0.0015167617423294635,2016-02-22
-0.02266502255085589,-0.013232732986574056,-0.019093897114244,-0.03988780912426194,2016-02-23
-0.023710842834105825,0.0031540419745979126,-0.021306812612365156,-0.01397746345528313,2016-02-24
0.0008587333222364768,-0.009015526054596872,-0.00734577528595468,-0.029213271446004854,2016-02-25
-0.001062383620373198,0.006598215893592389,0.01927929588710756,0.026650810465630514,2016-02-26
-0.01536283505978713,0.01700620853201662,0.011227008585114563,0.01811597019686412,2016-02-29
