TCS,Reliance,HDFC,SBI,Date
,,,,2015-11-18
,,,,2015-11-19
,,,,2015-11-20
,,,,2015-11-23
,,,,2015-11-24
,,,,2015-11-26
,,,,2015-11-27
,,,,2015-11-30
,,,,2015-12-01
,,,,2015-12-02
,,,,2015-12-03
,,,,2015-12-04
,,,,2015-12-07
,,,,2015-12-08
,,,,2015-12-09
,,,,2015-12-10
,,,,2015-12-11
,,,,2015-12-14
,,,,2015-12-15
,,,,2015-12-16
,,,,2015-12-17
,,,,2015-12-18
,,,,2015-12-21
,,,,2015-12-22
,,,,2015-12-23
,,,,2015-12-24
,,,,2015-12-28
,,,,2015-12-29
,,,,2015-12-30
,,,,2015-12-31
0.009274540119863155,0.014976265952528114,0.008193567905137986,0.011801343232314835,2016-01-01
0.009964207446732255,0.01502626584965097,0.008119796945669305,0.012691478587689868,2016-01-04
0.009676767029368769,0.014961719840716247,0.008230205504429967,0.012825460021676118,2016-01-05
0.010018501819497597,0.015597251845321038,0.008233060853593472,0.012816113781947797,2016-01-06
0.009888899059892969,0.0158931865970114,0.008441774232767544,0.013973560797747881,2016-01-07
0.00991639716025551,0.015583016493452341,0.008513891063134776,0.013869263178963444,2016-01-08
0.010298390729167281,0.016018538209890326,0.008081924708923495,0.01262946173680731,2016-01-11
0.010531893350077821,0.015858044924861186,0.008302313003067914,0.013019057602775198,2016-01-12
0.011133797450973388,0.016583343883378673,0.008600641076315313,0.013067086705619794,2016-01-13
0.011124911068611508,0.01680815008981352,0.00873195198291025,0.013143819093843044,2016-01-14
0.011154331453492244,0.01685938446040196,0.008809530342721783,0.016450817275889415,2016-01-15
0.01114833931786972,0.019669054905009038,0.008752817718950902,0.016442400010407983,2016-01-18
0.011137011837078308,0.01991957506151465,0.008943188366703493,0.01685248187975083,2016-01-19
0.011105674085723721,0.02114048292418426,0.009202462543335885,0.018616142167358508,2016-01-20
0.010711574904479592,0.020864684595336375,0.009257649387759604,0.019013568697559966,2016-01-21
0.011196807822090248,0.020116430868797712,0.009041894462733558,0.021904626544639236,2016-01-22
0.011230596786992592,0.020119044740572186,0.008953644214867384,0.021776633884341926,2016-01-25
0.011307617649997218,0.020151792254728955,0.008854578323524733,0.021950816874713036,2016-01-27
0.011354627439322817,0.02002376620620266,0.008825869152520496,0.021991869660446195,2016-01-28
0.012048851868992197,0.02025292863948811,0.009327462281189657,0.02227323766117588,2016-01-29
0.011833067005736678,0.019508051945176724,0.009214872479505679,0.02259218367667894,2016-02-01
0.011714344949121165,0.01996071088446915,0.009191873047375705,0.022597275314711052,2016-02-02
0.011576081513764262,0.020299789206336464,0.009315439157457103,0.022081836821464373,2016-02-03
0.011139873493008351,0.020339129776676845,0.009272725752946633,0.022133437243552285,2016-02-04
0.01102987992647227,0.020083399275077643,0.00923618017169214,0.023338806455669592,2016-02-05
0.011889388681651278,0.020148883590608718,0.009799802204201648,0.02412352552880489,2016-02-08
0.013182964628388609,0.020041987119213126,0.009880037737409336,0.024299067028283165,2016-02-09
0.013194812255595796,0.020047092430130902,0.010078375662312067,0.02526303427494288,2016-02-10
0.01405185693921459,0.02120065498548099,0.012014605794759605,0.025479943155659466,2016-02-11
0.01422422096411435,0.021276233372177,0.011849956253046415,0.025625978689810387,2016-02-12
0.01472746630380096,0.022946143473508727,0.011762594999776024,0.03043776269605366,2016-02-15
0.01434997289799127,0.02288021239525578,0.011510330431956893,0.03216988231793251,2016-02-16
0.014319039828973087,0.023258533848139647,0.011509321962092912,0.032559557114324934,2016-02-17
0.014468153515629835,0.022714141300552066,0.011886587054232747,0.03266905226406397,2016-02-18
0.014459505628761917,0.022564009640640727,0.011802376179359513,0.03314726105412074,2016-02-19
0.01428990633236595,0.02274181242150349,0.011710716080156244,0.033180444287277365,2016-02-22
0.014618381655179917,0.022239642354327224,0.012101043884080068,0.03359380954210941,2016-02-23
0.014979425982823829,0.02226610213959381,0.012477580278199936,0.03347904056073553,2016-02-24
0.014539952238978394,0.021410768206327733,0.012133600378409486,0.033559465619803164,2016-02-25
0.014539321073784825,0.02141846694403277,0.012789938557725977,0.03405950502706932,2016-02-26
0.014726876550080042,0.02158992134178899,0.01301808815813779,0.032778158325791625,2016-02-29
0.016907327077803517,0.01960618896562427,0.013037735249351461,0.03300436853266025,2016-03-01
0.017234662276629856,0.01936427277428542,0.013650263058307206,0.03908146595123207,2016-03-02
0.01771662226124119,0.018195427132421317,0.013406482573188917,0.037858750930034074,2016-03-03
0.017675792738694414,0.017819757588038488,0.01340661699234865,0.038187205794328646,2016-03-04
0.017399156115762815,0.017827071592089336,0.013382011636577276,0.03745943094635462,2016-03-08
0.017389998905195728,0.017993999222758447,0.013381187514602098,0.037422959052299115,2016-03-09
0.017373932094309947,0.018809423574601365,0.013362882642066313,0.037504273737907524,2016-03-10
0.01739917475218277,0.018540929416883848,0.013420152705640415,0.03749163230243538,2016-03-11
0.016763427010032545,0.018254206129604628,0.013005237453175599,0.03714391379848766,2016-03-14
0.016833688578493246,0.018236106409353848,0.012864610727453794,0.03647361234555228,2016-03-15
0.016832900004556325,0.017430741471441292,0.012862354897279426,0.03624395432351852,2016-03-16
0.01689726314566807,0.017174860342636534,0.012922256029931797,0.03598663876510456,2016-03-17
0.01786549717959421,0.017137100522926448,0.013023647569857924,0.035927677200978295,2016-03-18
0.017929449056540148,0.0171633658469276,0.013353877109610255,0.03583775657198339,2016-03-21
0.01738763732842157,0.017029168423753266,0.012974560496711474,0.0356770708611847,2016-03-22
0.015957725049598016,0.017433378048733236,0.012869208481408425,0.03512242193751075,2016-03-23
0.0158920758627435,0.017556520387772376,0.012622075500709368,0.03480294102728335,2016-03-28
0.014523198562770883,0.015699520048245826,0.01027084131878037,0.03413366318017369,2016-03-29
0.014445619024177271,0.015050212067341275,0.010292121066686127,0.03470863087474517,2016-03-30
0.014254278803667211,0.013284181148893055,0.010302914001351315,0.03213117001479649,2016-03-31
0.015264792153124675,0.012958546100159233,0.010431081844734898,0.02879153229274882,2016-04-01
0.015282796461831935,0.012452767667268426,0.01042990883364215,0.02882830853563249,2016-04-04
0.015060625116606849,0.012242293496214883,0.010488600798289203,0.030932327203033485,2016-04-05
0.015096105887012027,0.012253367043111696,0.010482767776047373,0.03058067264860961,2016-04-06
0.015130457133031433,0.011915908571908433,0.01057277157994757,0.03068658982731349,2016-04-07
0.014790489795030523,0.011535979769940228,0.009780621831487764,0.029585553963713353,2016-04-08
0.014786145523025986,0.011535715160602018,0.008739925671764306,0.029652376165429085,2016-04-11
0.014772887878460818,0.011296997691940265,0.008744656813850796,0.02894371456198507,2016-04-12
0.01473994080848446,0.0115566605285649,0.008642114387776382,0.028840482657307823,2016-04-13
0.014325991946625163,0.011355038669094755,0.008538906658424373,0.029415290022269808,2016-04-18
0.013459574339998776,0.012402531383039324,0.008440231211071559,0.02927777607734051,2016-04-20
0.013318167687640272,0.011940809966867052,0.0077730497081331534,0.02223949191918037,2016-04-21
0.012692834606154765,0.011831559607433902,0.007698430502717289,0.022757976954458147,2016-04-22
0.012847409221602796,0.012481425431632083,0.007691031361353359,0.022395307291047054,2016-04-25
0.013097061407710081,0.011941796323284017,0.008070909951802773,0.021954452951603535,2016-04-26
0.013152407928778103,0.011660945427505327,0.008036338010199102,0.022508118463650775,2016-04-27
0.013128403181842836,0.01113917494456006,0.008260389341693746,0.022671840253409202,2016-04-28
0.013098638583808707,0.011429117484092461,0.008587868544847676,0.02290038403487773,2016-04-29
0.013084412171522479,0.01141603560190862,0.009059184961971202,0.023074831114086175,2016-05-02
0.01347482359860906,0.011587007705606962,0.009045810018547422,0.022889649718226747,2016-05-03
0.01346662279189576,0.011595652116230738,0.009100430039040819,0.02324928903806319,2016-05-04
0.013398553286543904,0.011204559178095258,0.008664498319453203,0.023218472864651205,2016-05-05
0.012206347319829853,0.010993386702799453,0.00898588173092038,0.023068183817657847,2016-05-06
0.012437531679036188,0.011198575329656896,0.009137649640366327,0.022851703403702225,2016-05-09
0.012309783768955737,0.010974487251215043,0.009090121677150922,0.022857120489658638,2016-05-10
0.012318048839140916,0.010611464802343476,0.009120527995058964,0.023224121131310015,2016-05-11
0.012758596685967918,0.011103602309884603,0.009149525967427241,0.022171233956662203,2016-05-12
0.013170698676295722,0.01094329293887779,0.009318994776408603,0.022419805534274716,2016-05-13
0.013235405033461139,0.010694225072651846,0.009687997293268458,0.022313292827364075,2016-05-16
0.01311933111512615,0.010727002454765877,0.009875532690116219,0.022184066772123718,2016-05-17
0.01217214652711811,0.010646191383568211,0.010063109979281238,0.022424250058714828,2016-05-18
0.012125546609315401,0.011125845028351676,0.010075327266676204,0.023491729442293198,2016-05-19
